#Accession	No_orfs	Coverage	Abundance	Name	Description
TIGR02381	13	8.632352	0.002755	TIGR02381	cspD: cold shock domain protein CspD
TIGR02386	6	0.32258	0.000102	TIGR02386	rpoC_TIGR: DNA-directed RNA polymerase, beta' subunit
TIGR02389	5	2.675749	0.000854	TIGR02389	RNA_pol_rpoA2: DNA-directed RNA polymerase, subunit A''
TIGR02390	5	2.22722	0.00071	TIGR02390	RNA_pol_rpoA1: DNA-directed RNA polymerase subunit A'
TIGR02396	1	0.973118	0.00031	TIGR02396	diverge_rpsU: rpsU-divergently transcribed protein
TIGR02397	8	2.36338	0.000754	TIGR02397	dnaX_nterm: DNA polymerase III, subunit gamma and tau
TIGR02398	1	0.049281	1.5e-05	TIGR02398	gluc_glyc_Psyn: glucosylglycerol-phosphate synthase
TIGR02400	1	0.986842	0.000315	TIGR02400	trehalose_OtsA: alpha,alpha-trehalose-phosphate synthase (UDP-forming)
TIGR02403	2	1.875	0.000598	TIGR02403	trehalose_treC: alpha,alpha-phosphotrehalase
TIGR02409	1	0.505464	0.000161	TIGR02409	carnitine_bodg: gamma-butyrobetaine hydroxylase
TIGR02411	2	1.508333	0.000481	TIGR02411	leuko_A4_hydro: leukotriene A-4 hydrolase/aminopeptidase
TIGR02412	10	2.748798	0.000877	TIGR02412	pepN_strep_liv: aminopeptidase N
TIGR02415	4	2.303149	0.000735	TIGR02415	23BDH: acetoin reductases
TIGR02419	16	3.96875	0.001266	TIGR02419	C4_traR_proteo: phage/conjugal plasmid C-4 type zinc finger protein, TraR family
TIGR02421	1	0.480978	0.000153	TIGR02421	QEGLA: conserved hypothetical protein
TIGR02427	8	3.055776	0.000975	TIGR02427	protocat_pcaD: 3-oxoadipate enol-lactonase
TIGR02428	1	0.985507	0.000314	TIGR02428	pcaJ_scoB_fam: 3-oxoacid CoA-transferase, B subunit
TIGR02429	2	0.612612	0.000195	TIGR02429	pcaI_scoA_fam: 3-oxoacid CoA-transferase, A subunit
TIGR02432	1	0.820105	0.000261	TIGR02432	lysidine_TilS_N: tRNA(Ile)-lysidine synthetase
TIGR02437	2	0.561624	0.000179	TIGR02437	FadB: fatty oxidation complex, alpha subunit FadB
TIGR02441	3	0.90502	0.000288	TIGR02441	fa_ox_alpha_mit: fatty acid oxidation complex, alpha subunit, mitochondrial
TIGR02442	60	10.634945	0.003394	TIGR02442	Cob-chelat-sub: cobaltochelatase subunit
TIGR02456	5	1.218923	0.000389	TIGR02456	treS_nterm: trehalose synthase
TIGR02464	3	2.045751	0.000653	TIGR02464	ribofla_fusion: conserved hypothetical protein
TIGR02470	1	0.133928	4.2e-05	TIGR02470	sucr_synth: sucrose synthase
TIGR02475	1	0.959064	0.000306	TIGR02475	CobW: cobalamin biosynthesis protein CobW
TIGR02476	1	0.917073	0.000292	TIGR02476	BluB: 5,6-dimethylbenzimidazole synthase
TIGR02478	1	0.997311	0.000318	TIGR02478	6PF1K_euk: 6-phosphofructokinase
TIGR02495	1	0.207253	6.6e-05	TIGR02495	NrdG2: anaerobic ribonucleoside-triphosphate reductase activating protein
TIGR02506	2	0.990259	0.000316	TIGR02506	NrdE_NrdA: ribonucleoside-diphosphate reductase, alpha subunit
TIGR02512	1	0.632	0.000201	TIGR02512	FeFe_hydrog_A: [FeFe] hydrogenase, group A
TIGR02518	1	0.086065	2.7e-05	TIGR02518	EutH_ACDH: acetaldehyde dehydrogenase (acetylating)
TIGR02521	59	18.350427	0.005857	TIGR02521	type_IV_pilW: type IV pilus biogenesis/stability protein PilW
TIGR02529	1	0.09205	2.9e-05	TIGR02529	EutJ: ethanolamine utilization protein EutJ family protein
TIGR02534	2	0.328804	0.000104	TIGR02534	mucon_cyclo: muconate and chloromuconate cycloisomerases
TIGR02540	5	2.464052	0.000786	TIGR02540	gpx7: putative glutathione peroxidase Gpx7
TIGR02552	26	11.117647	0.003548	TIGR02552	LcrH_SycD: type III secretion low calcium response chaperone LcrH/SycD
TIGR02571	1	0.880794	0.000281	TIGR02571	ComEB: ComE operon protein 2
TIGR02603	10	1.925373	0.000614	TIGR02603	CxxCH_TIGR02603: putative heme-binding domain
TIGR02605	127	46.807692	0.014941	TIGR02605	CxxC_CxxC_SSSS: putative regulatory protein, FmdB family
TIGR02613	2	0.806451	0.000257	TIGR02613	mob_myst_B: mobile mystery protein B
TIGR02623	1	0.094117	3e-05	TIGR02623	G1P_cyt_trans: glucose-1-phosphate cytidylyltransferase
TIGR02630	2	0.590804	0.000188	TIGR02630	xylose_isom_A: xylose isomerase
TIGR02631	12	1.196335	0.000381	TIGR02631	xylA_Arthro: xylose isomerase
TIGR02636	2	0.782738	0.000249	TIGR02636	galM_Leloir: galactose mutarotase
TIGR02638	2	0.870712	0.000277	TIGR02638	lactal_redase: lactaldehyde reductase
TIGR02639	1	0.088555	2.8e-05	TIGR02639	ClpA: ATP-dependent Clp protease ATP-binding subunit ClpA
TIGR02640	18	4.164122	0.001329	TIGR02640	gas_vesic_GvpN: gas vesicle protein GvpN
TIGR02644	2	1.983213	0.000633	TIGR02644	Y_phosphoryl: pyrimidine-nucleoside phosphorylase
TIGR02647	18	5.571428	0.001778	TIGR02647	DNA: TIGR02647 family protein
TIGR02651	6	2.225165	0.00071	TIGR02651	RNase_Z: ribonuclease Z
TIGR02662	7	3.034843	0.000968	TIGR02662	dinitro_DRAG: ADP-ribosyl-[dinitrogen reductase] hydrolase
TIGR02666	3	0.88988	0.000284	TIGR02666	moaA: molybdenum cofactor biosynthesis protein A
TIGR02667	2	0.319018	0.000101	TIGR02667	moaB_proteo: molybdenum cofactor biosynthesis protein B
TIGR02673	1	0.186915	5.9e-05	TIGR02673	FtsE: cell division ATP-binding protein FtsE
TIGR02685	1	0.352059	0.000112	TIGR02685	pter_reduc_Leis: pteridine reductase
TIGR02691	1	0.565891	0.00018	TIGR02691	arsC_pI258_fam: arsenate reductase (thioredoxin)
TIGR02696	5	0.336111	0.000107	TIGR02696	pppGpp_PNP: guanosine pentaphosphate synthetase I/polyribonucleotide nucleotidyltransferase
TIGR02698	34	14.207692	0.004535	TIGR02698	CopY_TcrY: copper transport repressor, CopY/TcrY family
TIGR02708	2	1.847411	0.000589	TIGR02708	L_lactate_ox: L-lactate oxidase
TIGR02712	1	0.054954	1.7e-05	TIGR02712	urea_carbox: urea carboxylase
TIGR02713	1	0.088809	2.8e-05	TIGR02713	allophanate_hyd: allophanate hydrolase
TIGR02715	5	1.254424	0.0004	TIGR02715	amido_AtzE: amidohydrolase, AtzE family
TIGR02716	1	0.519607	0.000165	TIGR02716	C20_methyl_CrtF: C-20 methyltransferase BchU
TIGR02719	12	3.586956	0.001144	TIGR02719	repress_PhaQ: poly-beta-hydroxybutyrate-responsive repressor
TIGR02721	2	0.628906	0.0002	TIGR02721	ycfN_thiK: thiamine kinase
TIGR02727	1	0.994505	0.000317	TIGR02727	MTHFS_bact: 5-formyltetrahydrofolate cyclo-ligase
TIGR02729	6	2.015197	0.000643	TIGR02729	Obg_CgtA: Obg family GTPase CgtA
TIGR02730	2	1.206896	0.000385	TIGR02730	carot_isom: carotene isomerase
TIGR02731	3	0.373068	0.000119	TIGR02731	phytoene_desat: phytoene desaturase
TIGR02734	1	0.172619	5.5e-05	TIGR02734	crtI_fam: phytoene desaturase
TIGR02749	4	3.0559	0.000975	TIGR02749	prenyl_cyano: solanesyl diphosphate synthase
TIGR02752	1	0.857142	0.000273	TIGR02752	MenG_heptapren: demethylmenaquinone methyltransferase
TIGR02764	1	0.277486	8.8e-05	TIGR02764	spore_ybaN_pdaB: polysaccharide deacetylase family sporulation protein PdaB
TIGR02791	6	1.454545	0.000464	TIGR02791	VirB5: P-type DNA transfer protein VirB5
TIGR02794	3	0.798342	0.000254	TIGR02794	tolA_full: protein TolA
TIGR02795	4	1.840336	0.000587	TIGR02795	tol_pal_ybgF: tol-pal system protein YbgF
TIGR02800	2	0.44976	0.000143	TIGR02800	propeller_TolB: Tol-Pal system beta propeller repeat protein TolB
TIGR02813	7	0.681642	0.000217	TIGR02813	omega_3_PfaA: polyketide-type polyunsaturated fatty acid synthase PfaA
TIGR02818	1	0.997282	0.000318	TIGR02818	adh_III_F_hyde: S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase
TIGR02821	1	0.992727	0.000316	TIGR02821	fghA_ester_D: S-formylglutathione hydrolase
TIGR02824	8	6.356923	0.002029	TIGR02824	quinone_pig3: putative NAD(P)H quinone oxidoreductase, PIG3 family
TIGR02825	1	0.95107	0.000303	TIGR02825	B4_12hDH: leukotriene B4 12-hydroxydehydrogenase/15-oxo-prostaglandin 13-reductase
TIGR02830	1	0.301075	9.6e-05	TIGR02830	spore_III_AG: stage III sporulation protein AG
TIGR02849	9	3.891089	0.001242	TIGR02849	spore_III_AD: stage III sporulation protein AD
TIGR02857	2	0.079395	2.5e-05	TIGR02857	CydD: thiol reductant ABC exporter, CydD subunit
TIGR02860	2	0.298507	9.5e-05	TIGR02860	spore_IV_B: stage IV sporulation protein B
TIGR02868	1	0.116981	3.7e-05	TIGR02868	CydC: thiol reductant ABC exporter, CydC subunit
TIGR02872	7	1.272727	0.000406	TIGR02872	spore_ytvI: sporulation integral membrane protein YtvI
TIGR02907	2	0.264534	8.4e-05	TIGR02907	spore_VI_D: stage VI sporulation protein D
TIGR02911	1	0.394636	0.000125	TIGR02911	sulfite_red_B: sulfite reductase, subunit B
TIGR02917	91	12.629588	0.004031	TIGR02917	PEP_TPR_lipo: putative PEP-CTERM system TPR-repeat lipoprotein
TIGR02923	1	0.933908	0.000298	TIGR02923	AhaC: ATP synthase A1, C subunit
TIGR02927	1	0.06563	2e-05	TIGR02927	SucB_Actino: 2-oxoglutarate dehydrogenase, E2 component, dihydrolipoamide succinyltransferase
TIGR02928	9	3.057377	0.000975	TIGR02928	TIGR02928: orc1/cdc6 family replication initiation protein
TIGR02933	1	0.3125	9.9e-05	TIGR02933	nifM_nitrog: nitrogen fixation protein NifM
TIGR02936	1	0.164835	5.2e-05	TIGR02936	fdxN_nitrog: ferredoxin III, nif-specific
TIGR02946	4	1.554083	0.000496	TIGR02946	acyl_WS_DGAT: acyltransferase, WS/DGAT/MGAT
TIGR02953	27	15.025641	0.004796	TIGR02953	penta_MxKDx: pentapeptide MXKDX repeat protein
TIGR02961	1	0.851851	0.000271	TIGR02961	allantoicase: allantoicase
TIGR02962	2	1.884955	0.000601	TIGR02962	hdxy_isourate: hydroxyisourate hydrolase
TIGR02963	2	0.119658	3.8e-05	TIGR02963	xanthine_xdhA: xanthine dehydrogenase, small subunit
TIGR02967	1	0.985037	0.000314	TIGR02967	guan_deamin: guanine deaminase
TIGR02969	9	4.045112	0.001291	TIGR02969	mam_aldehyde_ox: aldehyde oxidase
TIGR02970	1	0.958333	0.000305	TIGR02970	succ_dehyd_cytB: succinate dehydrogenase, cytochrome b556 subunit
TIGR02981	2	1.366336	0.000436	TIGR02981	phageshock_pspE: phage shock operon rhodanese PspE
TIGR03000	9	2.613333	0.000834	TIGR03000	plancto_dom_1: Planctomycetes uncharacterized domain TIGR03000
TIGR03021	53	12.731092	0.004063	TIGR03021	pilP_fam: type IV pilus biogenesis protein PilP
TIGR03026	1	0.995157	0.000317	TIGR03026	NDP-sugDHase: nucleotide sugar dehydrogenase
TIGR03033	4	2.267973	0.000723	TIGR03033	phage_rel_nuc: putative phage-type endonuclease
TIGR03052	53	19.193548	0.006126	TIGR03052	PS_I_psaI: photosystem I reaction center subunit VIII
TIGR03056	2	0.525179	0.000167	TIGR03056	bchO_mg_che_rel: putative magnesium chelatase accessory protein
TIGR03069	1	0.284046	9e-05	TIGR03069	PS_II_S4: photosystem II S4 domain protein
TIGR03073	2	0.769662	0.000245	TIGR03073	release_rtcB: release factor H-coupled RctB family protein
TIGR03081	1	1	0.000319	TIGR03081	metmalonyl_epim: methylmalonyl-CoA epimerase
TIGR03088	1	0.36631	0.000116	TIGR03088	stp2: sugar transferase, PEP-CTERM/EpsH1 system associated
TIGR03098	11	5.096711	0.001626	TIGR03098	ligase_PEP_1: acyl-CoA ligase (AMP-forming), exosortase A-associated
TIGR03100	1	0.069343	2.2e-05	TIGR03100	hydr1_PEP: exosortase A system-associated hydrolase 1
TIGR03101	1	0.357142	0.000113	TIGR03101	hydr2_PEP: exosortase A system-associated hydrolase 2
TIGR03102	7	2.721739	0.000868	TIGR03102	halo_cynanin: halocyanin domain
TIGR03105	7	4.708045	0.001502	TIGR03105	gln_synth_III: glutamine synthetase, type III
TIGR03131	2	0.198653	6.3e-05	TIGR03131	malonate_mdcH: malonate decarboxylase, epsilon subunit
TIGR03137	6	4.219251	0.001346	TIGR03137	AhpC: peroxiredoxin
TIGR03140	1	0.108737	3.4e-05	TIGR03140	AhpF: alkyl hydroperoxide reductase subunit F
TIGR03150	2	1.115479	0.000356	TIGR03150	fabF: beta-ketoacyl-acyl-carrier-protein synthase II
TIGR03156	1	0.957264	0.000305	TIGR03156	GTP_HflX: GTP-binding protein HflX
TIGR03158	1	0.117647	3.7e-05	TIGR03158	cas3_cyano: CRISPR-associated helicase Cas3, subtype CYANO
TIGR03162	8	3.795454	0.001211	TIGR03162	ribazole_cobC: alpha-ribazole phosphatase
TIGR03164	1	0.987261	0.000315	TIGR03164	UHCUDC: OHCU decarboxylase
TIGR03169	4	2.038356	0.00065	TIGR03169	Nterm_to_SelD: pyridine nucleotide-disulfide oxidoreductase family protein
TIGR03173	21	6.899262	0.002202	TIGR03173	pbuX: xanthine permease
TIGR03175	2	1.773638	0.000566	TIGR03175	AllD: ureidoglycolate dehydrogenase
TIGR03178	1	0.988662	0.000315	TIGR03178	allantoinase: allantoinase
TIGR03181	1	0.991202	0.000316	TIGR03181	PDH_E1_alph_x: pyruvate dehydrogenase (acetyl-transferring) E1 component, alpha subunit
TIGR03182	2	1.987301	0.000634	TIGR03182	PDH_E1_alph_y: pyruvate dehydrogenase (acetyl-transferring) E1 component, alpha subunit
TIGR03204	1	0.162025	5.1e-05	TIGR03204	pimC_large: pimeloyl-CoA dehydrogenase, large subunit
TIGR03205	8	4.841035	0.001545	TIGR03205	pimA: dicarboxylate--CoA ligase PimA
TIGR03207	11	8.612903	0.002749	TIGR03207	cyc_hxne_CoA_dh: cyclohexanecarboxyl-CoA dehydrogenase
TIGR03208	4	2	0.000638	TIGR03208	cyc_hxne_CoA_lg: cyclohexanecarboxylate-CoA ligase
TIGR03230	6	2.999999	0.000957	TIGR03230	lipo_lipase: lipoprotein lipase
TIGR03240	1	0.144628	4.6e-05	TIGR03240	arg_catab_astD: succinylglutamate-semialdehyde dehydrogenase
TIGR03253	2	0.80048	0.000255	TIGR03253	oxalate_frc: formyl-CoA transferase
TIGR03258	1	0.089136	2.8e-05	TIGR03258	PhnT: 2-aminoethylphosphonate ABC transport system, ATP-binding component PhnT
TIGR03263	14	8.077777	0.002578	TIGR03263	guanyl_kin: guanylate kinase
TIGR03269	1	0.330188	0.000105	TIGR03269	met_CoM_red_A2: methyl coenzyme M reductase system, component A2
TIGR03284	1	0.976351	0.000311	TIGR03284	thym_sym: thymidylate synthase
TIGR03297	1	0.997222	0.000318	TIGR03297	Ppyr-DeCO2ase: phosphonopyruvate decarboxylase
TIGR03300	19	3.307692	0.001055	TIGR03300	assembly_YfgL: outer membrane assembly lipoprotein YfgL
TIGR03301	1	0.994366	0.000317	TIGR03301	PhnW-AepZ: 2-aminoethylphosphonate aminotransferase
TIGR03303	1	0.42645	0.000136	TIGR03303	OM_YaeT: outer membrane protein assembly complex, YaeT protein
TIGR03315	1	0.168972	5.3e-05	TIGR03315	Se_ygfK: putative selenate reductase, YgfK subunit
TIGR03317	1	0.970149	0.000309	TIGR03317	ygfZ_signature: folate-binding protein YgfZ
TIGR03325	1	0.072243	2.3e-05	TIGR03325	BphB_TodD: cis-2,3-dihydrobiphenyl-2,3-diol dehydrogenase
TIGR03345	1	0.080985	2.5e-05	TIGR03345	VI_ClpV1: type VI secretion ATPase, ClpV1 family
TIGR03346	1	0.343493	0.000109	TIGR03346	chaperone_ClpB: ATP-dependent chaperone protein ClpB
TIGR03354	1	0.292857	9.3e-05	TIGR03354	VI_FHA: type VI secretion system FHA domain protein
TIGR03365	1	0.117647	3.7e-05	TIGR03365	Bsubt_queE: 7-cyano-7-deazaguanosine (preQ0) biosynthesis protein QueE
TIGR03366	1	0.990476	0.000316	TIGR03366	HpnZ_proposed: putative phosphonate catabolism associated alcohol dehydrogenase
TIGR03369	15	1.086956	0.000346	TIGR03369	cellulose_bcsE: cellulose biosynthesis protein BcsE
TIGR03371	1	0.512195	0.000163	TIGR03371	cellulose_yhjQ: cellulose synthase operon protein YhjQ
TIGR03375	1	0.077586	2.4e-05	TIGR03375	type_I_sec_LssB: type I secretion system ATPase
TIGR03376	2	1.017543	0.000324	TIGR03376	glycerol3P_DH: glycerol-3-phosphate dehydrogenase (NAD(+))
TIGR03377	3	1.243396	0.000396	TIGR03377	glycerol3P_GlpA: glycerol-3-phosphate dehydrogenase, anaerobic, A subunit
TIGR03380	17	0.781512	0.000249	TIGR03380	agmatine_aguA: agmatine deiminase
TIGR03381	7	4.874551	0.001555	TIGR03381	agmatine_aguB: N-carbamoylputrescine amidase
TIGR03383	1	0.91166	0.000291	TIGR03383	urate_oxi: urate oxidase
TIGR03384	14	1.269841	0.000405	TIGR03384	betaine_BetI: transcriptional repressor BetI
TIGR03388	16	4.701107	0.0015	TIGR03388	ascorbase: L-ascorbate oxidase
TIGR03389	4	0.716141	0.000228	TIGR03389	laccase: laccase
TIGR03390	3	0.639405	0.000204	TIGR03390	ascorbOXfungal: L-ascorbate oxidase
TIGR03395	3	0.91958	0.000293	TIGR03395	sphingomy: sphingomyelin phosphodiesterase
TIGR03399	1	0.990797	0.000316	TIGR03399	RNA_3prim_cycl: RNA 3'-phosphate cyclase
TIGR03400	1	0.994444	0.000317	TIGR03400	18S_RNA_Rcl1p: 18S rRNA biogenesis protein RCL1
TIGR03402	2	0.978891	0.000312	TIGR03402	FeS_nifS: cysteine desulfurase NifS
TIGR03406	1	0.522988	0.000166	TIGR03406	FeS_long_SufT: probable FeS assembly SUF system protein SufT
TIGR03413	9	5.443548	0.001737	TIGR03413	GSH_gloB: hydroxyacylglutathione hydrolase
TIGR03415	1	0.251308	8e-05	TIGR03415	ABC_choXWV_ATP: choline ABC transporter, ATP-binding protein
TIGR03417	32	7.512	0.002397	TIGR03417	chol_sulfatase: choline-sulfatase
TIGR03420	1	0.58407	0.000186	TIGR03420	DnaA_homol_Hda: DnaA regulatory inactivator Hda
TIGR03422	1	0.66	0.00021	TIGR03422	mito_frataxin: frataxin
TIGR03436	9	4.219135	0.001346	TIGR03436	acidobact_VWFA: VWFA-related Acidobacterial domain
TIGR03440	2	0.532019	0.000169	TIGR03440	egtB_TIGR03440: ergothioneine biosynthesis protein EgtB
TIGR03443	6	0.769784	0.000245	TIGR03443	alpha_am_amid: L-aminoadipate-semialdehyde dehydrogenase
TIGR03449	1	0.554187	0.000176	TIGR03449	mycothiol_MshA: D-inositol-3-phosphate glycosyltransferase
TIGR03450	1	0.473239	0.000151	TIGR03450	mycothiol_INO1: inositol 1-phosphate synthase
TIGR03463	1	0.077287	2.4e-05	TIGR03463	osq_cycl: 2,3-oxidosqualene cyclase
TIGR03465	1	0.932584	0.000297	TIGR03465	HpnD: squalene synthase HpnD
TIGR03466	5	3.290519	0.00105	TIGR03466	HpnA: hopanoid-associated sugar epimerase
TIGR03467	10	1.474418	0.00047	TIGR03467	HpnE: squalene-associated FAD-dependent desaturase
TIGR03472	1	0.941018	0.0003	TIGR03472	HpnI: hopanoid biosynthesis associated glycosyl transferase protein HpnI
TIGR03473	1	0.798586	0.000254	TIGR03473	HpnK: hopanoid biosynthesis associated protein HpnK
TIGR03480	4	0.327146	0.000104	TIGR03480	HpnN: hopanoid biosynthesis associated RND transporter like protein HpnN
TIGR03499	1	0.132867	4.2e-05	TIGR03499	FlhF: flagellar biosynthesis protein FlhF
TIGR03516	5	2.090395	0.000667	TIGR03516	ppisom_GldI: peptidyl-prolyl isomerase, gliding motility-associated
TIGR03520	1	0.781862	0.000249	TIGR03520	GldE: gliding motility-associated protein GldE
TIGR03529	1	0.834782	0.000266	TIGR03529	GldK_short: gliding motility-associated lipoprotein GldK
TIGR03531	2	0.882882	0.000281	TIGR03531	selenium_SpcS: O-phosphoseryl-tRNA(Sec) selenium transferase
TIGR03534	8	2.60079	0.00083	TIGR03534	RF_mod_PrmC: protein-(glutamine-N5) methyltransferase, release factor-specific
TIGR03540	1	0.738903	0.000235	TIGR03540	DapC_direct: LL-diaminopimelate aminotransferase
TIGR03547	136	24.190751	0.007721	TIGR03547	muta_rot_YjhT: mutatrotase, YjhT family
TIGR03548	100	31.452012	0.010039	TIGR03548	mutarot_permut: cyclically-permuted mutarotase family protein
TIGR03570	7	2.252475	0.000718	TIGR03570	NeuD_NnaD: sugar O-acyltransferase, sialic acid O-acetyltransferase NeuD family
TIGR03574	3	2.04016	0.000651	TIGR03574	selen_PSTK: L-seryl-tRNA(Sec) kinase
TIGR03575	1	0.92647	0.000295	TIGR03575	selen_PSTK_euk: L-seryl-tRNA(Sec) kinase
TIGR03588	1	0.307894	9.8e-05	TIGR03588	PseC: UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase
TIGR03591	36	3.780841	0.001206	TIGR03591	polynuc_phos: polyribonucleotide nucleotidyltransferase
TIGR03592	2	1.968586	0.000628	TIGR03592	yidC_oxa1_cterm: membrane protein insertase, YidC/Oxa1 family
TIGR03594	11	1.5	0.000478	TIGR03594	GTPase_EngA: ribosome-associated GTPase EngA
TIGR03596	9	4.619565	0.001474	TIGR03596	GTPase_YlqF: ribosome biogenesis GTP-binding protein YlqF
TIGR03597	5	1.207756	0.000385	TIGR03597	GTPase_YqeH: ribosome biogenesis GTPase YqeH
TIGR03598	1	0.82258	0.000262	TIGR03598	GTPase_YsxC: ribosome biogenesis GTP-binding protein YsxC
TIGR03606	1	0.436123	0.000139	TIGR03606	non_repeat_PQQ: dehydrogenase, PQQ-dependent, s-GDH family
TIGR03608	3	1.024271	0.000326	TIGR03608	L_ocin_972_ABC: putative bacteriocin export ABC transporter, lactococcin 972 group
TIGR03611	1	0.135658	4.3e-05	TIGR03611	RutD: pyrimidine utilization protein D
TIGR03614	2	0.5	0.000159	TIGR03614	RutB: pyrimidine utilization protein B
TIGR03625	1	0.995049	0.000317	TIGR03625	L3_bact: 50S ribosomal protein L3
TIGR03626	1	0.812688	0.000259	TIGR03626	L3_arch: archaeal ribosomal protein L3
TIGR03627	2	1.930769	0.000616	TIGR03627	arch_S9P: archaeal ribosomal protein S9P
TIGR03628	1	0.991452	0.000316	TIGR03628	arch_S11P: archaeal ribosomal protein S11P
TIGR03629	6	3.152777	0.001006	TIGR03629	arch_S13P: archaeal ribosomal protein S13P
TIGR03630	1	0.892156	0.000284	TIGR03630	arch_S17P: archaeal ribosomal protein S17P
TIGR03632	1	0.905982	0.000289	TIGR03632	bact_S11: 30S ribosomal protein S11
TIGR03633	7	6.734782	0.002149	TIGR03633	arc_protsome_A: proteasome endopeptidase complex, archaeal, alpha subunit
TIGR03634	11	8.313513	0.002653	TIGR03634	arc_protsome_B: proteasome endopeptidase complex, archaeal, beta subunit
TIGR03635	1	0.777777	0.000248	TIGR03635	S17_bact: 30S ribosomal protein S17
TIGR03636	1	1	0.000319	TIGR03636	L23_arch: archaeal ribosomal protein L23
TIGR03648	2	0.120658	3.8e-05	TIGR03648	Na_symport_lg: probable sodium:solute symporter, VC_2705 subfamily
TIGR03653	1	0.994117	0.000317	TIGR03653	arch_L6P: archaeal ribosomal protein L6P
TIGR03665	7	3.549132	0.001132	TIGR03665	arCOG04150: arCOG04150 universal archaeal KH domain protein
TIGR03670	4	2.686143	0.000857	TIGR03670	rpoB_arch: DNA-directed RNA polymerase subunit B
TIGR03672	1	0.980079	0.000312	TIGR03672	rpl4p_arch: 50S ribosomal protein L4P
TIGR03673	1	0.969465	0.000309	TIGR03673	rpl14p_arch: 50S ribosomal protein L14P
TIGR03674	2	1.597633	0.000509	TIGR03674	fen_arch: flap structure-specific endonuclease
TIGR03675	5	2.375594	0.000758	TIGR03675	arCOG00543: arCOG00543 universal archaeal KH-domain/beta-lactamase-domain protein
TIGR03676	1	1	0.000319	TIGR03676	aRF1/eRF1: peptide chain release factor 1, archaeal and eukaryotic forms
TIGR03677	6	4.102564	0.001309	TIGR03677	rpl7ae: 50S ribosomal protein L7Ae
TIGR03680	1	0.997542	0.000318	TIGR03680	eif2g_arch: translation initiation factor 2, gamma subunit
TIGR03683	1	0.386917	0.000123	TIGR03683	A-tRNA_syn_arch: alanine--tRNA ligase
TIGR03684	3	1.772727	0.000565	TIGR03684	arCOG00985: arCOG04150 universal archaeal PUA-domain protein
TIGR03685	2	1.866666	0.000595	TIGR03685	L12P_arch: 50S ribosomal protein L12P
TIGR03689	5	0.816406	0.00026	TIGR03689	pup_AAA: proteasome ATPase
TIGR03695	7	1.892857	0.000604	TIGR03695	menH_SHCHC: 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
TIGR03696	1	0.657894	0.000209	TIGR03696	Rhs_assc_core: RHS repeat-associated core domain
TIGR03702	1	0.528813	0.000168	TIGR03702	lip_kinase_YegS: lipid kinase YegS
TIGR03703	3	0.943679	0.000301	TIGR03703	plsB: glycerol-3-phosphate O-acyltransferase
TIGR03710	1	0.090909	2.9e-05	TIGR03710	OAFO_sf: 2-oxoacid:acceptor oxidoreductase, alpha subunit
TIGR03719	5	2.932971	0.000936	TIGR03719	ABC_ABC_ChvD: ATP-binding cassette protein, ChvD family
TIGR03722	1	0.996904	0.000318	TIGR03722	arch_KAE1: universal archaeal protein Kae1
TIGR03723	1	0.996815	0.000318	TIGR03723	T6A_TsaD_YgjD: tRNA threonylcarbamoyl adenosine modification protein TsaD
TIGR03724	29	9.085427	0.0029	TIGR03724	arch_bud32: Kae1-associated kinase Bud32
TIGR03729	5	1.937238	0.000618	TIGR03729	acc_ester: putative phosphoesterase
TIGR03736	1	0.089795	2.8e-05	TIGR03736	PRTRC_ThiF: PRTRC system ThiF family protein
TIGR03739	2	0.503125	0.00016	TIGR03739	PRTRC_D: PRTRC system protein D
TIGR03740	1	0.183856	5.8e-05	TIGR03740	galliderm_ABC: lantibiotic protection ABC transporter, ATP-binding subunit
TIGR03752	3	0.430997	0.000137	TIGR03752	conj_TIGR03752: integrating conjugative element protein, PFL_4705 family
TIGR03767	5	0.443548	0.000141	TIGR03767	P_acnes_RR: metallophosphoesterase, PPA1498 family
TIGR03769	1	0.707317	0.000225	TIGR03769	P_ac_wall_RPT: actinobacterial surface-anchored protein domain
TIGR03788	29	5.756756	0.001837	TIGR03788	marine_srt_targ: marine proteobacterial sortase target protein
TIGR03789	1	0.144032	4.5e-05	TIGR03789	pdsO: proteobacterial sortase system peptidoglycan-associated protein
TIGR03797	1	0.322157	0.000102	TIGR03797	NHLM_micro_ABC2: NHLM bacteriocin system ABC transporter, ATP-binding protein
TIGR03799	6	3.084291	0.000984	TIGR03799	NOD_PanD_pyr: putative pyridoxal-dependent aspartate 1-decarboxylase
TIGR03800	2	0.755434	0.000241	TIGR03800	PLP_synth_Pdx2: pyridoxal 5'-phosphate synthase, glutaminase subunit Pdx2
TIGR03804	9	7.954545	0.002539	TIGR03804	para_beta_helix: parallel beta-helix repeat
TIGR03805	1	0.433121	0.000138	TIGR03805	beta_helix_1: parallel beta-helix repeat-containing protein
TIGR03812	2	1.509333	0.000481	TIGR03812	tyr_de_CO2_Arch: tyrosine decarboxylase MnfA
TIGR03817	8	1.132075	0.000361	TIGR03817	DECH_helic: helicase/secretion neighborhood putative DEAH-box helicase
