"busco_id"	"mRNA"	"genome"	"count"	"description"	"name"	"type"	"id"
"532930at33208"	"maker-ctg466_pilon-augustus-gene-5.43-mRNA-1"	"R07B-5"	144	"GOSR2/Membrin/Bos1"	"IPR027027"	"interpro"	"IPR027027"
"532930at33208"	"PE_Scaf8630_9.12"	"Pec"	144	"GOSR2/Membrin/Bos1"	"IPR027027"	"interpro"	"IPR027027"
"532930at33208"	"augustus-ctg320_pilon-processed-gene-5.7-mRNA-1"	"P08H-3"	144	"GOSR2/Membrin/Bos1"	"IPR027027"	"interpro"	"IPR027027"
"533666at33208"	"maker-ctg565_pilon-augustus-gene-2.58-mRNA-1"	"P08H-3"	142	"Ribonuclease III, endonuclease domain superfamily"	"IPR036389"	"interpro"	"IPR036389"
"533666at33208"	"augustus-ctg401_pilon-processed-gene-2.45-mRNA-1"	"R07B-5"	142	"Ribonuclease III, endonuclease domain superfamily"	"IPR036389"	"interpro"	"IPR036389"
"533690at33208"	"augustus_masked-ctg203_pilon-processed-gene-2.27-mRNA-1"	"P08H-3"	443	"Brix domain"	"IPR007109"	"interpro"	"IPR007109"
"533690at33208"	"PE_Scaf7701_3.8"	"Pec"	443	"Brix domain"	"IPR007109"	"interpro"	"IPR007109"
"533690at33208"	"augustus-ctg335_pilon-processed-gene-2.20-mRNA-1"	"R07B-5"	443	"Brix domain"	"IPR007109"	"interpro"	"IPR007109"
"534172at33208"	"maker-ctg210_pilon-augustus-gene-4.71-mRNA-1"	"P08H-3"	403	"Ribosomal protein L4/L1e"	"IPR002136"	"interpro"	"IPR002136"
"534172at33208"	"maker-ctg435_pilon-protein2genome-gene-2.57-mRNA-1"	"R07B-5"	403	"Ribosomal protein L4/L1e"	"IPR002136"	"interpro"	"IPR002136"
"534172at33208"	"PE_Scaf6813_15.5"	"Pec"	403	"Ribosomal protein L4/L1e"	"IPR002136"	"interpro"	"IPR002136"
"534206at33208"	"PE_Scaf311_11.3"	"Pec"	410	"Zinc finger, C2H2, LYAR-type"	"IPR014898"	"interpro"	"IPR014898"
"534206at33208"	"augustus-ctg769_pilon-processed-gene-0.113-mRNA-1"	"P08H-3"	410	"Zinc finger, C2H2, LYAR-type"	"IPR014898"	"interpro"	"IPR014898"
"534206at33208"	"maker-ctg636_pilon-protein2genome-gene-0.2-mRNA-1"	"R07B-5"	410	"Zinc finger, C2H2, LYAR-type"	"IPR014898"	"interpro"	"IPR014898"
"534312at33208"	"maker-ctg14_pilon-augustus-gene-0.46-mRNA-1"	"P08H-3"	409	"Ubiquitin-fold modifier-conjugating enzyme 1"	"IPR014806"	"interpro"	"IPR014806"
"534312at33208"	"PE_Scaf7253_1.5"	"Pec"	409	"Ubiquitin-fold modifier-conjugating enzyme 1"	"IPR014806"	"interpro"	"IPR014806"
"534312at33208"	"maker-ctg193_pilon-est2genome-gene-1.43-mRNA-1"	"R07B-5"	409	"Ubiquitin-fold modifier-conjugating enzyme 1"	"IPR014806"	"interpro"	"IPR014806"
"534757at33208"	"maker-ctg262_pilon-protein2genome-gene-3.50-mRNA-1"	"R07B-5"	381	"Rab-GTPase-TBC domain"	"IPR000195"	"interpro"	"IPR000195"
"534808at33208"	"PE_Scaf4108_14.7"	"Pec"	310	"Polyketide synthase, ketoreductase domain"	"IPR013968"	"interpro"	"IPR013968"
"534808at33208"	"PE_Scaf4108_14.7"	"Pec"	471	"Short-chain dehydrogenase/reductase SDR"	"IPR002347"	"interpro"	"IPR002347"
"534808at33208"	"maker-ctg312_pilon-protein2genome-gene-7.21-mRNA-1"	"R07B-5"	310	"Polyketide synthase, ketoreductase domain"	"IPR013968"	"interpro"	"IPR013968"
"534808at33208"	"maker-ctg312_pilon-protein2genome-gene-7.21-mRNA-1"	"R07B-5"	471	"Short-chain dehydrogenase/reductase SDR"	"IPR002347"	"interpro"	"IPR002347"
"534808at33208"	"augustus-ctg348_pilon-processed-gene-1.13-mRNA-1"	"P08H-3"	310	"Polyketide synthase, ketoreductase domain"	"IPR013968"	"interpro"	"IPR013968"
"534808at33208"	"augustus-ctg348_pilon-processed-gene-1.13-mRNA-1"	"P08H-3"	471	"Short-chain dehydrogenase/reductase SDR"	"IPR002347"	"interpro"	"IPR002347"
"535268at33208"	"PE_Scaf12167_7.9"	"Pec"	444	"Ribosomal L28e/Mak16"	"IPR029004"	"interpro"	"IPR029004"
"535268at33208"	"PE_Scaf12167_7.9"	"Pec"	438	"Mak16 protein"	"IPR006958"	"interpro"	"IPR006958"
"535268at33208"	"augustus-ctg91_pilon-processed-gene-7.29-mRNA-1"	"P08H-3"	444	"Ribosomal L28e/Mak16"	"IPR029004"	"interpro"	"IPR029004"
"535268at33208"	"augustus-ctg91_pilon-processed-gene-7.29-mRNA-1"	"P08H-3"	438	"Mak16 protein"	"IPR006958"	"interpro"	"IPR006958"
"535367at33208"	"augustus-ctg100_pilon-processed-gene-12.62-mRNA-1"	"P08H-3"	314	"Cupin-like domain 8"	"IPR041667"	"interpro"	"IPR041667"
"535367at33208"	"augustus-ctg100_pilon-processed-gene-12.62-mRNA-1"	"P08H-3"	407	"JmjC domain"	"IPR003347"	"interpro"	"IPR003347"
"535367at33208"	"PE_Scaf3114_0.4"	"Pec"	314	"Cupin-like domain 8"	"IPR041667"	"interpro"	"IPR041667"
"535367at33208"	"PE_Scaf3114_0.4"	"Pec"	407	"JmjC domain"	"IPR003347"	"interpro"	"IPR003347"
"535524at33208"	"PE_Scaf11704_9.11"	"Pec"	278	"UPF0113, pre-PUA domain"	"IPR040598"	"interpro"	"IPR040598"
"535524at33208"	"PE_Scaf11704_9.11"	"Pec"	425	"UPF0113, PUA domain"	"IPR005155"	"interpro"	"IPR005155"
"535650at33208"	"maker-ctg567_pilon-est2genome-gene-3.4-mRNA-1"	"R07B-5"	533	"Ribosomal protein L15e"	"IPR000439"	"interpro"	"IPR000439"
"535650at33208"	"maker-ctg1057_pilon-augustus-gene-0.65-mRNA-1"	"P08H-3"	533	"Ribosomal protein L15e"	"IPR000439"	"interpro"	"IPR000439"
"535650at33208"	"PE_Scaf5086_2.4"	"Pec"	533	"Ribosomal protein L15e"	"IPR000439"	"interpro"	"IPR000439"
"535664at33208"	"augustus-ctg525_pilon-processed-gene-6.4-mRNA-1"	"R07B-5"	321	"CHCH"	"IPR010625"	"interpro"	"IPR010625"
"535664at33208"	"maker-ctg1333_pilon-augustus-gene-0.2-mRNA-1"	"P08H-3"	321	"CHCH"	"IPR010625"	"interpro"	"IPR010625"
"535664at33208"	"PE_Scaf717_3.7"	"Pec"	321	"CHCH"	"IPR010625"	"interpro"	"IPR010625"
"535782at33208"	"maker-ctg444_pilon-protein2genome-gene-2.36-mRNA-1"	"R07B-5"	527	"NUDIX hydrolase domain"	"IPR000086"	"interpro"	"IPR000086"
"535782at33208"	"augustus-ctg1395_pilon-processed-gene-0.58-mRNA-1"	"P08H-3"	527	"NUDIX hydrolase domain"	"IPR000086"	"interpro"	"IPR000086"
"535782at33208"	"PE_Scaf10861_3.9"	"Pec"	527	"NUDIX hydrolase domain"	"IPR000086"	"interpro"	"IPR000086"
"535806at33208"	"maker-ctg82_pilon-protein2genome-gene-3.41-mRNA-1"	"R07B-5"	415	"CDP-alcohol phosphatidyltransferase"	"IPR000462"	"interpro"	"IPR000462"
"535806at33208"	"PE_Scaf10974_2.14"	"Pec"	415	"CDP-alcohol phosphatidyltransferase"	"IPR000462"	"interpro"	"IPR000462"
"536251at33208"	"augustus-ctg645_pilon-processed-gene-1.40-mRNA-1"	"P08H-3"	405	"Higher eukaryotic phosphomevalonate kinase"	"IPR005919"	"interpro"	"IPR005919"
"536251at33208"	"maker-ctg932_pilon-protein2genome-gene-0.39-mRNA-1"	"R07B-5"	405	"Higher eukaryotic phosphomevalonate kinase"	"IPR005919"	"interpro"	"IPR005919"
"537470at33208"	"maker-ctg335_pilon-protein2genome-gene-1.47-mRNA-1"	"R07B-5"	497	"V-ATPase proteolipid subunit C-like domain"	"IPR002379"	"interpro"	"IPR002379"
"537470at33208"	"PE_Scaf7701_3.10"	"Pec"	497	"V-ATPase proteolipid subunit C-like domain"	"IPR002379"	"interpro"	"IPR002379"
"537470at33208"	"augustus-ctg68_pilon-processed-gene-12.29-mRNA-1"	"P08H-3"	497	"V-ATPase proteolipid subunit C-like domain"	"IPR002379"	"interpro"	"IPR002379"
"537548at33208"	"PE_Scaf7942_8.2"	"Pec"	384	"ERCC1/RAD10/SWI10 family"	"IPR004579"	"interpro"	"IPR004579"
"537548at33208"	"maker-ctg386_pilon-augustus-gene-2.7-mRNA-1"	"P08H-3"	384	"ERCC1/RAD10/SWI10 family"	"IPR004579"	"interpro"	"IPR004579"
"537718at33208"	"maker-ctg129_pilon-augustus-gene-4.13-mRNA-1"	"R07B-5"	435	"WD40 repeat"	"IPR001680"	"interpro"	"IPR001680"
"537718at33208"	"maker-ctg657_pilon-augustus-gene-1.29-mRNA-1"	"P08H-3"	435	"WD40 repeat"	"IPR001680"	"interpro"	"IPR001680"
"537718at33208"	"PE_Scaf842_4.4"	"Pec"	435	"WD40 repeat"	"IPR001680"	"interpro"	"IPR001680"
"537923at33208"	"PE_Scaf2086_1.11"	"Pec"	322	"FR47-like"	"IPR013653"	"interpro"	"IPR013653"
"537923at33208"	"PE_Scaf2086_1.11"	"Pec"	492	"GNAT domain"	"IPR000182"	"interpro"	"IPR000182"
"537923at33208"	"maker-ctg188_pilon-protein2genome-gene-8.81-mRNA-1"	"R07B-5"	322	"FR47-like"	"IPR013653"	"interpro"	"IPR013653"
"537923at33208"	"maker-ctg188_pilon-protein2genome-gene-8.81-mRNA-1"	"R07B-5"	492	"GNAT domain"	"IPR000182"	"interpro"	"IPR000182"
"537923at33208"	"augustus_masked-ctg83_pilon-processed-gene-4.92-mRNA-1"	"P08H-3"	322	"FR47-like"	"IPR013653"	"interpro"	"IPR013653"
"537923at33208"	"augustus_masked-ctg83_pilon-processed-gene-4.92-mRNA-1"	"P08H-3"	492	"GNAT domain"	"IPR000182"	"interpro"	"IPR000182"
"538442at33208"	"PE_Scaf10974_2.22"	"Pec"	438	"GNAT domain"	"IPR000182"	"interpro"	"IPR000182"
"538442at33208"	"maker-ctg118_pilon-augustus-gene-3.15-mRNA-1"	"P08H-3"	438	"GNAT domain"	"IPR000182"	"interpro"	"IPR000182"
"539043at33208"	"maker-ctg631_pilon-augustus-gene-2.95-mRNA-1"	"P08H-3"	134	"P-loop containing nucleoside triphosphate hydrolase"	"IPR027417"	"interpro"	"IPR027417"
"539043at33208"	"maker-ctg631_pilon-augustus-gene-2.95-mRNA-1"	"P08H-3"	137	"Adenylate kinase isoenzyme 6"	"IPR020618"	"interpro"	"IPR020618"
"539043at33208"	"maker-ctg1983_pilon-augustus-gene-0.33-mRNA-1"	"R07B-5"	134	"P-loop containing nucleoside triphosphate hydrolase"	"IPR027417"	"interpro"	"IPR027417"
"539043at33208"	"maker-ctg1983_pilon-augustus-gene-0.33-mRNA-1"	"R07B-5"	137	"Adenylate kinase isoenzyme 6"	"IPR020618"	"interpro"	"IPR020618"
"539215at33208"	"augustus-ctg767_pilon-processed-gene-1.8-mRNA-1"	"R07B-5"	481	"Zinc finger, C4H2-type"	"IPR018482"	"interpro"	"IPR018482"
"539215at33208"	"augustus-ctg93_pilon-processed-gene-1.32-mRNA-1"	"P08H-3"	481	"Zinc finger, C4H2-type"	"IPR018482"	"interpro"	"IPR018482"
"539215at33208"	"PE_Scaf7584_1.2"	"Pec"	481	"Zinc finger, C4H2-type"	"IPR018482"	"interpro"	"IPR018482"
"539234at33208"	"augustus-ctg287_pilon-processed-gene-5.17-mRNA-1"	"P08H-3"	461	"GNAT domain"	"IPR000182"	"interpro"	"IPR000182"
"539234at33208"	"PE_Scaf861_1.2"	"Pec"	461	"GNAT domain"	"IPR000182"	"interpro"	"IPR000182"
"539360at33208"	"maker-ctg304_pilon-augustus-gene-6.33-mRNA-1"	"R07B-5"	298	"Protein kinase domain"	"IPR000719"	"interpro"	"IPR000719"
"539360at33208"	"maker-ctg323_pilon-augustus-gene-2.18-mRNA-1"	"P08H-3"	298	"Protein kinase domain"	"IPR000719"	"interpro"	"IPR000719"
"539360at33208"	"PE_Scaf183_1.3"	"Pec"	298	"Protein kinase domain"	"IPR000719"	"interpro"	"IPR000719"
"539600at33208"	"augustus-ctg814_pilon-processed-gene-1.42-mRNA-1"	"P08H-3"	417	"Exosome complex component CSL4, C-terminal"	"IPR019495"	"interpro"	"IPR019495"
"539600at33208"	"augustus-ctg814_pilon-processed-gene-1.42-mRNA-1"	"P08H-3"	374	"Exosome complex component, N-terminal domain"	"IPR025721"	"interpro"	"IPR025721"
"540193at33208"	"PE_Scaf10921_0.4"	"Pec"	437	"Bud13"	"IPR018609"	"interpro"	"IPR018609"
"540193at33208"	"augustus-ctg51_pilon-processed-gene-1.11-mRNA-1"	"P08H-3"	437	"Bud13"	"IPR018609"	"interpro"	"IPR018609"
"541231at33208"	"PE_Scaf2352_1.11"	"Pec"	445	"FAM192A/Fyv6, N-terminal"	"IPR019331"	"interpro"	"IPR019331"
"541231at33208"	"augustus-ctg215_pilon-processed-gene-7.16-mRNA-1"	"R07B-5"	445	"FAM192A/Fyv6, N-terminal"	"IPR019331"	"interpro"	"IPR019331"
"541231at33208"	"augustus-ctg65_pilon-processed-gene-8.36-mRNA-1"	"P08H-3"	445	"FAM192A/Fyv6, N-terminal"	"IPR019331"	"interpro"	"IPR019331"
"541421at33208"	"maker-ctg14_pilon-augustus-gene-10.22-mRNA-1"	"P08H-3"	471	"Mediator complex, subunit Med7"	"IPR009244"	"interpro"	"IPR009244"
"541421at33208"	"PE_Scaf10580_6.13"	"Pec"	471	"Mediator complex, subunit Med7"	"IPR009244"	"interpro"	"IPR009244"
"541421at33208"	"maker-ctg132_pilon-protein2genome-gene-5.21-mRNA-1"	"R07B-5"	471	"Mediator complex, subunit Med7"	"IPR009244"	"interpro"	"IPR009244"
"543124at33208"	"maker-ctg5_pilon-protein2genome-gene-14.28-mRNA-1"	"R07B-5"	422	"Sugar phosphate transporter domain"	"IPR004853"	"interpro"	"IPR004853"
"543124at33208"	"PE_Scaf5802_3.5"	"Pec"	422	"Sugar phosphate transporter domain"	"IPR004853"	"interpro"	"IPR004853"
"543124at33208"	"maker-ctg309_pilon-augustus-gene-0.21-mRNA-1"	"P08H-3"	422	"Sugar phosphate transporter domain"	"IPR004853"	"interpro"	"IPR004853"
"543269at33208"	"maker-ctg484_pilon-protein2genome-gene-1.17-mRNA-1"	"R07B-5"	368	"NUDIX hydrolase domain"	"IPR000086"	"interpro"	"IPR000086"
"543269at33208"	"PE_Scaf3108_0.0"	"Pec"	368	"NUDIX hydrolase domain"	"IPR000086"	"interpro"	"IPR000086"
"543269at33208"	"augustus-ctg134_pilon-processed-gene-3.15-mRNA-1"	"P08H-3"	368	"NUDIX hydrolase domain"	"IPR000086"	"interpro"	"IPR000086"
"544546at33208"	"maker-ctg508_pilon-augustus-gene-1.52-mRNA-1"	"P08H-3"	458	"NADH:ubiquinone oxidoreductase intermediate-associated protein 30"	"IPR013857"	"interpro"	"IPR013857"
"544546at33208"	"PE_Scaf6975_1.0"	"Pec"	458	"NADH:ubiquinone oxidoreductase intermediate-associated protein 30"	"IPR013857"	"interpro"	"IPR013857"
"544546at33208"	"maker-ctg82_pilon-protein2genome-gene-3.43-mRNA-1"	"R07B-5"	458	"NADH:ubiquinone oxidoreductase intermediate-associated protein 30"	"IPR013857"	"interpro"	"IPR013857"
"544849at33208"	"PE_Scaf485_10.2"	"Pec"	441	"WW domain"	"IPR001202"	"interpro"	"IPR001202"
"544849at33208"	"augustus-ctg1_pilon-processed-gene-1.4-mRNA-1"	"P08H-3"	441	"WW domain"	"IPR001202"	"interpro"	"IPR001202"
"544849at33208"	"maker-ctg293_pilon-protein2genome-gene-3.39-mRNA-1"	"R07B-5"	441	"WW domain"	"IPR001202"	"interpro"	"IPR001202"
"544919at33208"	"augustus-ctg43_pilon-processed-gene-2.54-mRNA-1"	"P08H-3"	445	"UV radiation resistance protein/autophagy-related protein 14"	"IPR018791"	"interpro"	"IPR018791"
"544919at33208"	"PE_Scaf3111_10.5"	"Pec"	445	"UV radiation resistance protein/autophagy-related protein 14"	"IPR018791"	"interpro"	"IPR018791"
"545063at33208"	"PE_Scaf7130_8.14"	"Pec"	424	"Pex, N-terminal"	"IPR006845"	"interpro"	"IPR006845"
"545063at33208"	"maker-ctg236_pilon-augustus-gene-3.20-mRNA-1"	"P08H-3"	424	"Pex, N-terminal"	"IPR006845"	"interpro"	"IPR006845"
"545389at33208"	"maker-ctg441_pilon-augustus-gene-1.27-mRNA-1"	"R07B-5"	551	"RNA polymerase II subunit A"	"IPR006811"	"interpro"	"IPR006811"
"545389at33208"	"PE_Scaf9895_0.14"	"Pec"	551	"RNA polymerase II subunit A"	"IPR006811"	"interpro"	"IPR006811"
"545389at33208"	"maker-ctg501_pilon-augustus-gene-1.130-mRNA-1"	"P08H-3"	551	"RNA polymerase II subunit A"	"IPR006811"	"interpro"	"IPR006811"
"545641at33208"	"augustus-ctg1216_pilon-processed-gene-0.47-mRNA-1"	"R07B-5"	463	"GMP phosphodiesterase, delta subunit"	"IPR008015"	"interpro"	"IPR008015"
"545641at33208"	"PE_Scaf5300_3.6"	"Pec"	463	"GMP phosphodiesterase, delta subunit"	"IPR008015"	"interpro"	"IPR008015"
"545641at33208"	"maker-ctg110_pilon-augustus-gene-5.125-mRNA-1"	"P08H-3"	463	"GMP phosphodiesterase, delta subunit"	"IPR008015"	"interpro"	"IPR008015"
"545744at33208"	"PE_Scaf5170_0.15"	"Pec"	410	"Cytochrome c oxidase biogenesis protein Cmc1-like"	"IPR013892"	"interpro"	"IPR013892"
"545744at33208"	"augustus-ctg1197_pilon-processed-gene-0.73-mRNA-1"	"R07B-5"	410	"Cytochrome c oxidase biogenesis protein Cmc1-like"	"IPR013892"	"interpro"	"IPR013892"
"545744at33208"	"augustus-ctg235_pilon-processed-gene-1.10-mRNA-1"	"P08H-3"	410	"Cytochrome c oxidase biogenesis protein Cmc1-like"	"IPR013892"	"interpro"	"IPR013892"
"545889at33208"	"PE_Scaf3443_5.2"	"Pec"	393	"Svp26/Tex261"	"IPR007277"	"interpro"	"IPR007277"
"545889at33208"	"maker-ctg1114_pilon-protein2genome-gene-0.13-mRNA-1"	"R07B-5"	393	"Svp26/Tex261"	"IPR007277"	"interpro"	"IPR007277"
"546305at33208"	"maker-ctg47_pilon-protein2genome-gene-2.55-mRNA-1"	"R07B-5"	261	"Ribosomal protein L18"	"IPR005484"	"interpro"	"IPR005484"
"546305at33208"	"maker-ctg47_pilon-protein2genome-gene-2.55-mRNA-1"	"R07B-5"	135	"Ribosomal protein S11 superfamily"	"IPR036967"	"interpro"	"IPR036967"
"546305at33208"	"PE_Scaf371_3.6"	"Pec"	261	"Ribosomal protein L18"	"IPR005484"	"interpro"	"IPR005484"
"546305at33208"	"PE_Scaf371_3.6"	"Pec"	135	"Ribosomal protein S11 superfamily"	"IPR036967"	"interpro"	"IPR036967"
"546305at33208"	"maker-ctg44_pilon-augustus-gene-15.33-mRNA-1"	"P08H-3"	261	"Ribosomal protein L18"	"IPR005484"	"interpro"	"IPR005484"
"546305at33208"	"maker-ctg44_pilon-augustus-gene-15.33-mRNA-1"	"P08H-3"	135	"Ribosomal protein S11 superfamily"	"IPR036967"	"interpro"	"IPR036967"
"546751at33208"	"maker-ctg68_pilon-augustus-gene-15.67-mRNA-1"	"P08H-3"	401	"Saf4/Yju2 protein"	"IPR007590"	"interpro"	"IPR007590"
"546751at33208"	"maker-ctg791_pilon-protein2genome-gene-0.12-mRNA-1"	"R07B-5"	401	"Saf4/Yju2 protein"	"IPR007590"	"interpro"	"IPR007590"
"546751at33208"	"PE_Scaf1564_1.27"	"Pec"	401	"Saf4/Yju2 protein"	"IPR007590"	"interpro"	"IPR007590"
"547099at33208"	"maker-ctg684_pilon-est2genome-gene-0.10-mRNA-1"	"R07B-5"	334	"Zinc finger, CCHC-type"	"IPR001878"	"interpro"	"IPR001878"
"547099at33208"	"maker-ctg684_pilon-est2genome-gene-0.10-mRNA-1"	"R07B-5"	378	"RNA recognition motif domain"	"IPR000504"	"interpro"	"IPR000504"
"547341at33208"	"maker-ctg135_pilon-augustus-gene-4.11-mRNA-1"	"P08H-3"	435	"Ribosomal protein S24/S35, mitochondrial, conserved domain"	"IPR019349"	"interpro"	"IPR019349"
"547341at33208"	"maker-ctg884_pilon-protein2genome-gene-4.2-mRNA-1"	"R07B-5"	435	"Ribosomal protein S24/S35, mitochondrial, conserved domain"	"IPR019349"	"interpro"	"IPR019349"
"547341at33208"	"PE_Scaf10772_1.4"	"Pec"	435	"Ribosomal protein S24/S35, mitochondrial, conserved domain"	"IPR019349"	"interpro"	"IPR019349"
"547766at33208"	"PE_Scaf8049_7.5"	"Pec"	493	"Cytochrome c/c1 haem-lyase"	"IPR000511"	"interpro"	"IPR000511"
"548327at33208"	"augustus-ctg85_pilon-processed-gene-5.39-mRNA-1"	"R07B-5"	461	"Ribosome biogenesis protein, C-terminal"	"IPR007177"	"interpro"	"IPR007177"
"548327at33208"	"augustus-ctg85_pilon-processed-gene-5.39-mRNA-1"	"R07B-5"	416	"RNase L inhibitor RLI, possible metal-binding domain"	"IPR007209"	"interpro"	"IPR007209"
"548327at33208"	"PE_Scaf12517_8.6"	"Pec"	461	"Ribosome biogenesis protein, C-terminal"	"IPR007177"	"interpro"	"IPR007177"
"548327at33208"	"PE_Scaf12517_8.6"	"Pec"	416	"RNase L inhibitor RLI, possible metal-binding domain"	"IPR007209"	"interpro"	"IPR007209"
"548327at33208"	"maker-ctg179_pilon-augustus-gene-3.17-mRNA-1"	"P08H-3"	461	"Ribosome biogenesis protein, C-terminal"	"IPR007177"	"interpro"	"IPR007177"
"548327at33208"	"maker-ctg179_pilon-augustus-gene-3.17-mRNA-1"	"P08H-3"	416	"RNase L inhibitor RLI, possible metal-binding domain"	"IPR007209"	"interpro"	"IPR007209"
"548444at33208"	"PE_Scaf11161_1.10"	"Pec"	139	"Etoposide-induced 2.4"	"IPR009890"	"interpro"	"IPR009890"
"548444at33208"	"maker-ctg172_pilon-protein2genome-gene-3.80-mRNA-1"	"R07B-5"	139	"Etoposide-induced 2.4"	"IPR009890"	"interpro"	"IPR009890"
"548444at33208"	"maker-ctg293_pilon-augustus-gene-3.13-mRNA-1"	"P08H-3"	139	"Etoposide-induced 2.4"	"IPR009890"	"interpro"	"IPR009890"
"548732at33208"	"PE_Scaf4035_6.11"	"Pec"	466	"Prefoldin alpha-like"	"IPR004127"	"interpro"	"IPR004127"
"548732at33208"	"augustus-ctg92_pilon-processed-gene-2.47-mRNA-1"	"P08H-3"	466	"Prefoldin alpha-like"	"IPR004127"	"interpro"	"IPR004127"
"548732at33208"	"augustus-ctg226_pilon-processed-gene-0.6-mRNA-1"	"R07B-5"	466	"Prefoldin alpha-like"	"IPR004127"	"interpro"	"IPR004127"
"549156at33208"	"maker-ctg172_pilon-augustus-gene-2.54-mRNA-1"	"R07B-5"	437	"Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain"	"IPR002130"	"interpro"	"IPR002130"
"549156at33208"	"maker-ctg1222_pilon-augustus-gene-0.6-mRNA-1"	"P08H-3"	437	"Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain"	"IPR002130"	"interpro"	"IPR002130"
"549156at33208"	"PE_Scaf1436_0.2"	"Pec"	437	"Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain"	"IPR002130"	"interpro"	"IPR002130"
"549988at33208"	"augustus-ctg73_pilon-processed-gene-4.10-mRNA-1"	"R07B-5"	439	"Ribosome recycling factor domain"	"IPR023584"	"interpro"	"IPR023584"
"549988at33208"	"augustus_masked-ctg485_pilon-processed-gene-2.6-mRNA-1"	"P08H-3"	439	"Ribosome recycling factor domain"	"IPR023584"	"interpro"	"IPR023584"
"549988at33208"	"PE_Scaf5053_3.2"	"Pec"	439	"Ribosome recycling factor domain"	"IPR023584"	"interpro"	"IPR023584"
"551166at33208"	"PE_Scaf2179_0.1"	"Pec"	475	"Dim1 family"	"IPR004123"	"interpro"	"IPR004123"
"551166at33208"	"augustus_masked-ctg979_pilon-processed-gene-1.67-mRNA-1"	"P08H-3"	475	"Dim1 family"	"IPR004123"	"interpro"	"IPR004123"
"551620at33208"	"maker-ctg676_pilon-protein2genome-gene-3.4-mRNA-1"	"R07B-5"	429	"Snf7 family"	"IPR005024"	"interpro"	"IPR005024"
"551632at33208"	"maker-ctg9_pilon-augustus-gene-0.18-mRNA-1"	"R07B-5"	439	"Translin family"	"IPR002848"	"interpro"	"IPR002848"
"551632at33208"	"maker-ctg935_pilon-augustus-gene-0.15-mRNA-1"	"P08H-3"	439	"Translin family"	"IPR002848"	"interpro"	"IPR002848"
"551831at33208"	"augustus-ctg61_pilon-processed-gene-9.73-mRNA-1"	"P08H-3"	296	"Methyltransferase type 11"	"IPR013216"	"interpro"	"IPR013216"
"551831at33208"	"augustus-ctg61_pilon-processed-gene-9.73-mRNA-1"	"P08H-3"	300	"Methyltransferase domain 25"	"IPR041698"	"interpro"	"IPR041698"
"551831at33208"	"augustus-ctg61_pilon-processed-gene-9.73-mRNA-1"	"P08H-3"	244	"Methyltransferase domain"	"IPR025714"	"interpro"	"IPR025714"
"551831at33208"	"augustus-ctg61_pilon-processed-gene-9.73-mRNA-1"	"P08H-3"	461	"mRNA (guanine-N(7))-methyltransferase domain"	"IPR004971"	"interpro"	"IPR004971"
"551831at33208"	"augustus-ctg403_pilon-processed-gene-6.1-mRNA-1"	"R07B-5"	296	"Methyltransferase type 11"	"IPR013216"	"interpro"	"IPR013216"
"551831at33208"	"augustus-ctg403_pilon-processed-gene-6.1-mRNA-1"	"R07B-5"	300	"Methyltransferase domain 25"	"IPR041698"	"interpro"	"IPR041698"
"551831at33208"	"augustus-ctg403_pilon-processed-gene-6.1-mRNA-1"	"R07B-5"	244	"Methyltransferase domain"	"IPR025714"	"interpro"	"IPR025714"
"551831at33208"	"augustus-ctg403_pilon-processed-gene-6.1-mRNA-1"	"R07B-5"	461	"mRNA (guanine-N(7))-methyltransferase domain"	"IPR004971"	"interpro"	"IPR004971"
"552201at33208"	"maker-ctg110_pilon-augustus-gene-2.25-mRNA-1"	"P08H-3"	479	"Ubiquitin-conjugating enzyme E2"	"IPR000608"	"interpro"	"IPR000608"
"552201at33208"	"PE_Scaf2383_10.4"	"Pec"	479	"Ubiquitin-conjugating enzyme E2"	"IPR000608"	"interpro"	"IPR000608"
"552201at33208"	"maker-ctg503_pilon-protein2genome-gene-2.25-mRNA-1"	"R07B-5"	479	"Ubiquitin-conjugating enzyme E2"	"IPR000608"	"interpro"	"IPR000608"
"552359at33208"	"maker-ctg256_pilon-augustus-gene-2.38-mRNA-1"	"P08H-3"	371	"Trafficking protein particle complex subunit"	"IPR007233"	"interpro"	"IPR007233"
"552359at33208"	"PE_Scaf11953_1.12"	"Pec"	371	"Trafficking protein particle complex subunit"	"IPR007233"	"interpro"	"IPR007233"
"552359at33208"	"augustus-ctg10_pilon-processed-gene-4.45-mRNA-1"	"R07B-5"	371	"Trafficking protein particle complex subunit"	"IPR007233"	"interpro"	"IPR007233"
"552764at33208"	"maker-ctg23_pilon-protein2genome-gene-6.24-mRNA-1"	"R07B-5"	457	"Small GTPase"	"IPR001806"	"interpro"	"IPR001806"
"552764at33208"	"maker-ctg23_pilon-protein2genome-gene-6.24-mRNA-1"	"R07B-5"	280	"Small GTPase superfamily, ARF/SAR type"	"IPR006689"	"interpro"	"IPR006689"
"552764at33208"	"maker-ctg23_pilon-protein2genome-gene-6.24-mRNA-1"	"R07B-5"	269	"GTP binding domain"	"IPR006073"	"interpro"	"IPR006073"
