#Accession	No_orfs	Coverage	Abundance	Name	Description
PF14726.6	2	1.288659	3.8e-05	RTTN_N	Rotatin, an armadillo repeat protein, centriole functioning
PF14727.6	1	0.908212	2.7e-05	PHTB1_N	PTHB1 N-terminus
PF14728.6	1	1	2.9e-05	PHTB1_C	PTHB1 C-terminus
PF14732.6	1	0.988764	2.9e-05	UAE_UbL	Ubiquitin/SUMO-activating enzyme ubiquitin-like domain
PF14735.6	2	1.102127	3.3e-05	HAUS4	HAUS augmin-like complex subunit 4
PF14736.6	1	0.985185	2.9e-05	N_Asn_amidohyd	Protein N-terminal asparagine amidohydrolase
PF14737.6	2	1.285714	3.8e-05	DUF4470	Domain of unknown function (DUF4470)
PF14738.6	5	1.93464	5.7e-05	CFAP91	Cilia- and flagella-associated protein 91
PF14739.6	7	3.476635	0.000104	DUF4472	Domain of unknown function (DUF4472)
PF14740.6	1	0.882736	2.6e-05	DUF4471	Domain of unknown function (DUF4471)
PF14744.6	1	1	2.9e-05	WASH-7_mid	WASH complex subunit 7
PF14745.6	1	1	2.9e-05	WASH-7_N	WASH complex subunit 7, N-terminal
PF14746.6	1	0.994285	2.9e-05	WASH-7_C	WASH complex subunit 7, C-terminal
PF14748.6	2	1.048543	3.1e-05	P5CR_dimer	Pyrroline-5-carboxylate reductase dimerisation
PF14749.6	1	0.264	7e-06	Acyl-CoA_ox_N	Acyl-coenzyme A oxidase N-terminal
PF14753.6	3	2.31472	6.9e-05	FAM221	Protein FAM221A/B
PF14759.6	1	0.870588	2.6e-05	Reductase_C	Reductase C-terminal
PF14761.6	2	0.658767	1.9e-05	HPS3_N	Hermansky-Pudlak syndrome 3
PF14764.6	6	3.050847	9.1e-05	SPG48	AP-5 complex subunit, vesicle trafficking
PF14765.6	7	5.828859	0.000174	PS-DH	Polyketide synthase dehydratase
PF14766.6	1	0.923076	2.7e-05	RPA_interact_N	Replication protein A interacting N-terminal
PF14767.6	1	0.974025	2.9e-05	RPA_interact_M	Replication protein A interacting middle
PF14768.6	1	0.987654	2.9e-05	RPA_interact_C	Replication protein A interacting C-terminal
PF14769.6	6	3.454545	0.000103	CLAMP	Flagellar C1a complex subunit C1a-32
PF14770.6	1	0.98305	2.9e-05	TMEM18	Transmembrane protein 18
PF14771.6	2	1.384615	4.1e-05	DUF4476	Domain of unknown function (DUF4476)
PF14772.6	6	3.396039	0.000101	NYD-SP28	Sperm tail
PF14773.6	1	0.645161	1.9e-05	VIGSSK	Helicase-associated putative binding domain, C-terminal
PF14774.6	1	0.923076	2.7e-05	FAM177	FAM177 family
PF14775.6	4	2.816666	8.4e-05	NYD-SP28_assoc	Sperm tail C-terminal domain
PF14776.6	3	0.927342	2.7e-05	UNC-79	Cation-channel complex subunit UNC-79
PF14777.6	2	1.59375	4.7e-05	BBIP10	Cilia BBSome complex subunit 10
PF14778.6	3	0.475675	1.4e-05	ODR4-like	Olfactory receptor 4-like
PF14779.6	1	0.870078	2.6e-05	BBS1	Ciliary BBSome complex subunit 1
PF14780.6	1	0.973684	2.9e-05	DUF4477	Domain of unknown function (DUF4477)
PF14781.6	2	1.323809	3.9e-05	BBS2_N	Ciliary BBSome complex subunit 2, N-terminal
PF14782.6	3	1.349537	4e-05	BBS2_C	Ciliary BBSome complex subunit 2, C-terminal
PF14783.6	1	0.99074	2.9e-05	BBS2_Mid	Ciliary BBSome complex subunit 2, middle region
PF14784.6	1	1	2.9e-05	ECSIT_C	C-terminal domain of the ECSIT protein
PF14791.6	1	1	2.9e-05	DNA_pol_B_thumb	DNA polymerase beta thumb
PF14792.6	1	0.991228	2.9e-05	DNA_pol_B_palm	DNA polymerase beta palm
PF14796.6	1	0.864864	2.5e-05	AP3B1_C	Clathrin-adaptor complex-3 beta-1 subunit C-terminal
PF14798.6	1	0.913043	2.7e-05	Ca_hom_mod	Calcium homeostasis modulator
PF14800.6	2	0.808873	2.4e-05	DUF4481	Domain of unknown function (DUF4481)
PF14801.6	36	12.196078	0.000365	GCD14_N	tRNA methyltransferase complex GCD14 subunit N-term
PF14802.6	1	0.965957	2.8e-05	TMEM192	TMEM192 family
PF14806.6	2	1.40625	4.2e-05	Coatomer_b_Cpla	Coatomer beta subunit appendage platform
PF14811.6	1	0.992647	2.9e-05	TPD	Protein of unknown function TPD sequence-motif
PF14816.6	2	0.900804	2.6e-05	FAM178	Family of unknown function, FAM178
PF14817.6	2	0.996913	2.9e-05	HAUS5	HAUS augmin-like complex subunit 5
PF14821.6	3	1.49367	4.4e-05	Thr_synth_N	Threonine synthase N terminus
PF14822.6	1	0.995918	2.9e-05	Vasohibin	Vasohibin
PF14825.6	1	0.943396	2.8e-05	DUF4483	Domain of unknown function (DUF4483)
PF14826.6	1	0.602484	1.8e-05	FACT-Spt16_Nlob	FACT complex subunit SPT16 N-terminal lobe domain
PF14828.6	3	1.07317	3.2e-05	Amnionless	Amnionless
PF14833.6	3	1.852459	5.5e-05	NAD_binding_11	NAD-binding of NADP-dependent 3-hydroxyisobutyrate dehydrogenase
PF14835.6	2	1.261538	3.7e-05	zf-RING_6	zf-RING of BARD1-type protein
PF14836.6	2	1.977272	5.9e-05	Ubiquitin_3	Ubiquitin-like domain
PF14837.6	5	1.766666	5.2e-05	INTS5_N	Integrator complex subunit 5 N-terminus
PF14838.6	1	1	2.9e-05	INTS5_C	Integrator complex subunit 5 C-terminus
PF14839.6	1	0.971774	2.9e-05	DOR	DOR family
PF14843.6	10	6.85606	0.000205	GF_recep_IV	Growth factor receptor domain IV
PF14844.6	3	2.49	7.4e-05	PH_BEACH	PH domain associated with Beige/BEACH
PF14845.6	3	3	8.9e-05	Glycohydro_20b2	beta-acetyl hexosaminidase like
PF14852.6	1	0.939393	2.8e-05	Fis1_TPR_N	Fis1 N-terminal tetratricopeptide repeat
PF14853.6	1	1	2.9e-05	Fis1_TPR_C	Fis1 C-terminal tetratricopeptide repeat
PF14857.6	1	0.817757	2.4e-05	TMEM151	TMEM151 family
PF14868.6	1	0.860507	2.5e-05	DUF4487	Domain of unknown function (DUF4487)
PF14874.6	3	1.519607	4.5e-05	PapD-like	Flagellar-associated PapD-like
PF14875.6	1	0.942675	2.8e-05	PIP49_N	N-term cysteine-rich ER, FAM69
PF14881.6	1	0.96685	2.8e-05	Tubulin_3	Tubulin domain
PF14886.6	1	0.981651	2.9e-05	FAM183	FAM183A and FAM183B related
PF14892.6	2	0.883495	2.6e-05	DUF4490	Domain of unknown function (DUF4490)
PF14893.6	2	0.590909	1.7e-05	PNMA	PNMA
PF14901.6	1	0.978494	2.9e-05	Jiv90	Cleavage inducing molecular chaperone
PF14904.6	1	0.913978	2.7e-05	FAM86	Family of unknown function
PF14908.6	1	0.968085	2.9e-05	HU-CCDC81_euk_1	CCDC81 eukaryotic HU domain 1
PF14909.6	1	0.230215	6e-06	SPATA6	Spermatogenesis-assoc protein 6
PF14911.6	1	0.5291	1.5e-05	MMS22L_C	S-phase genomic integrity recombination mediator, C-terminal
PF14912.6	10	8.189655	0.000245	THEG	Testicular haploid expressed repeat
PF14913.6	1	0.689473	2e-05	DPCD	DPCD protein family
PF14915.6	5	2.137704	6.4e-05	CCDC144C	CCDC144C protein coiled-coil region
PF14916.6	7	3.333333	9.9e-05	CCDC92	Coiled-coil domain of unknown function
PF14917.6	3	1.5	4.4e-05	CCDC74_C	Coiled coil protein 74, C terminal
PF14918.6	1	0.476377	1.4e-05	MTBP_N	MDM2-binding
PF14919.6	1	0.953079	2.8e-05	MTBP_mid	MDM2-binding
PF14920.6	2	0.654901	1.9e-05	MTBP_C	MDM2-binding
PF14921.6	2	1.710638	5.1e-05	APCDDC	Adenomatosis polyposis coli down-regulated 1
PF14922.6	3	1.482993	4.4e-05	FWWh	Protein of unknown function
PF14923.6	1	0.510964	1.5e-05	CCDC142	Coiled-coil protein 142
PF14924.6	1	0.962616	2.8e-05	DUF4497	Protein of unknown function (DUF4497)
PF14925.6	2	0.599063	1.7e-05	HPHLAWLY	Domain of unknown function
PF14926.6	1	1	2.9e-05	DUF4498	Domain of unknown function (DUF4498)
PF14927.6	1	0.969924	2.9e-05	Neurensin	Neurensin
PF14929.6	1	0.991869	2.9e-05	TAF1_subA	TAF RNA Polymerase I subunit A
PF14931.6	1	1	2.9e-05	IFT20	Intraflagellar transport complex B, subunit 20
PF14932.6	3	1.546153	4.6e-05	HAUS-augmin3	HAUS augmin-like complex subunit 3
PF14933.6	1	1	2.9e-05	CEP19	CEP19-like protein
PF14934.6	1	0.988888	2.9e-05	DUF4499	Domain of unknown function (DUF4499)
PF14935.6	3	0.890756	2.6e-05	TMEM138	Transmembrane protein 138
PF14938.6	4	2.58156	7.7e-05	SNAP	Soluble NSF attachment protein, SNAP
PF14939.6	2	1.032558	3e-05	DCAF15_WD40	DDB1-and CUL4-substrate receptor 15, WD repeat
PF14940.6	1	0.995762	2.9e-05	TMEM219	Transmembrane 219
PF14941.6	1	1	2.9e-05	OAF	Transcriptional regulator, Out at first
PF14942.6	1	0.99315	2.9e-05	Muted	Organelle biogenesis, Muted-like protein
PF14943.6	1	0.994082	2.9e-05	MRP-S26	Mitochondrial ribosome subunit S26
PF14945.6	2	1.260504	3.7e-05	LLC1	Normal lung function maintenance, Low in Lung Cancer 1 protein
PF14949.6	2	1.238095	3.7e-05	ARF7EP_C	ARF7 effector protein C-terminus
PF14950.6	3	0.75328	2.2e-05	DUF4502	Domain of unknown function (DUF4502)
PF14951.6	2	1.770408	5.3e-05	DUF4503	Domain of unknown function (DUF4503)
PF14952.6	2	1.261904	3.7e-05	zf-tcix	Putative treble-clef, zinc-finger, Zn-binding
PF14954.6	1	1	2.9e-05	LIX1	Limb expression 1
PF14955.6	1	0.985185	2.9e-05	MRP-S24	Mitochondrial ribosome subunit S24
PF14956.6	11	2.561797	7.6e-05	DUF4505	Domain of unknown function (DUF4505)
PF14958.6	1	0.921985	2.7e-05	DUF4506	Domain of unknown function (DUF4506)
PF14960.6	1	0.78	2.3e-05	ATP_synth_reg	ATP synthase regulation
PF14961.6	3	0.975968	2.9e-05	BROMI	Broad-minded protein
PF14964.6	1	0.980446	2.9e-05	DUF4507	Domain of unknown function (DUF4507)
PF14968.6	1	0.977011	2.9e-05	CCDC84	Coiled coil protein 84
PF14969.6	1	1	2.9e-05	DUF4508	Domain of unknown function (DUF4508)
PF14970.6	3	1.164021	3.4e-05	DUF4509	Domain of unknown function (DUF4509)
PF14972.6	1	0.993788	2.9e-05	Mito_morph_reg	Mitochondrial morphogenesis regulator
PF14974.6	1	0.990291	2.9e-05	P_C10	Protein C10
PF14976.6	1	0.924137	2.7e-05	FAM72	FAM72 protein
PF14977.6	3	2.064356	6.1e-05	FAM194	FAM194 protein
PF14978.6	1	1	2.9e-05	MRP-63	Mitochondrial ribosome protein 63
PF14983.6	1	0.787878	2.3e-05	DUF4513	Domain of unknown function (DUF4513)
PF14988.6	6	4.121359	0.000123	DUF4515	Domain of unknown function (DUF4515)
PF14989.6	1	0.625	1.8e-05	CCDC32	Coiled-coil domain containing 32
PF14994.6	1	0.864468	2.5e-05	TSGA13	Testis-specific gene 13 protein
PF14995.6	1	0.991869	2.9e-05	TMEM107	Transmembrane protein
PF14996.6	2	1.232258	3.6e-05	RMP	Retinal Maintenance
PF15000.6	1	0.723214	2.1e-05	TUSC2	Tumour suppressor candidate 2
PF15002.6	1	0.964285	2.8e-05	ERK-JNK_inhib	ERK and JNK pathways, inhibitor
PF15003.6	1	0.926701	2.7e-05	HAUS2	HAUS augmin-like complex subunit 2
PF15007.6	1	0.952755	2.8e-05	CEP44	Centrosomal spindle body, CEP44
PF15008.6	1	0.98901	2.9e-05	DUF4518	Domain of unknown function (DUF4518)
PF15013.6	1	1	2.9e-05	CCSMST1	CCSMST1 family
PF15016.6	1	0.97826	2.9e-05	DUF4520	Domain of unknown function (DUF4520)
PF15017.6	4	1.357142	4e-05	WRNPLPNID	Putative WW-binding domain and destruction box
PF15018.6	1	0.971428	2.9e-05	InaF-motif	TRP-interacting helix
PF15019.6	1	0.697959	2e-05	C9orf72-like	C9orf72-like protein family
PF15024.6	1	1	2.9e-05	Glyco_transf_18	Glycosyltransferase family 18
PF15025.6	1	0.732876	2.1e-05	DUF4524	Domain of unknown function (DUF4524)
PF15027.6	1	0.766423	2.2e-05	DUF4525	Domain of unknown function (DUF4525)
PF15031.6	1	0.992063	2.9e-05	DUF4528	Domain of unknown function (DUF4528)
PF15035.6	12	7.515957	0.000225	Rootletin	Ciliary rootlet component, centrosome cohesion
PF15038.6	1	0.976331	2.9e-05	Jiraiya	Jiraiya
PF15043.6	1	0.974522	2.9e-05	CNRIP1	CB1 cannabinoid receptor-interacting protein 1
PF15044.6	1	0.974683	2.9e-05	CLU_N	Mitochondrial function, CLU-N-term
PF15045.6	2	1.2	3.5e-05	Clathrin_bdg	Clathrin-binding box of Aftiphilin, vesicle trafficking
PF15046.6	1	0.630824	1.8e-05	DUF4532	Protein of unknown function (DUF4532)
PF15053.6	2	0.719546	2.1e-05	Njmu-R1	Mjmu-R1-like protein family
PF15057.6	3	2.049586	6.1e-05	DUF4537	Domain of unknown function (DUF4537)
PF15059.6	1	1	2.9e-05	Speriolin_C	Speriolin C-terminus
PF15062.6	1	0.94186	2.8e-05	ARL6IP6	Haemopoietic lineage transmembrane helix
PF15065.6	1	0.994459	2.9e-05	NCU-G1	Lysosomal transcription factor, NCU-G1
PF15067.6	1	0.974468	2.9e-05	FAM124	FAM124 family
PF15068.6	1	0.563106	1.6e-05	FAM101	FAM101 family
PF15070.6	2	0.651125	1.9e-05	GOLGA2L5	Putative golgin subfamily A member 2-like protein 5
PF15071.6	1	1	2.9e-05	TMEM220	Transmembrane family 220, helix
PF15072.6	2	1.337209	4e-05	DUF4539	Domain of unknown function (DUF4539)
PF15073.6	1	0.96875	2.9e-05	SPATA48	Spermatogenesis-associated protein 48
PF15075.6	1	1	2.9e-05	DUF4542	Domain of unknown function (DUF4542)
PF15083.6	3	2.6	7.7e-05	Colipase-like	Colipase-like
PF15084.6	1	1	2.9e-05	DUF4550	Domain of unknown function (DUF4550)
PF15086.6	1	0.930555	2.7e-05	UPF0542	Uncharacterised protein family UPF0542
PF15087.6	1	0.995137	2.9e-05	DUF4551	Protein of unknown function (DUF4551)
PF15093.6	2	0.767605	2.2e-05	DUF4555	Domain of unknown function (DUF4555)
PF15101.6	2	0.975845	2.9e-05	TERB2	Telomere-associated protein TERB2
PF15102.6	5	2.528169	7.5e-05	TMEM154	TMEM154 protein family
PF15104.6	2	1.023255	3e-05	DUF4558	Domain of unknown function (DUF4558)
PF15110.6	1	0.835164	2.5e-05	TMEM141	TMEM141 protein family
PF15112.6	16	9.694533	0.00029	DUF4559	Domain of unknown function (DUF4559)
PF15114.6	1	0.940298	2.8e-05	UPF0640	Uncharacterised protein family UPF0640
PF15123.6	1	0.573913	1.7e-05	DUF4562	Domain of unknown function (DUF4562)
PF15125.6	3	1.359375	4e-05	TMEM238	TMEM238 protein family
PF15130.6	1	1	2.9e-05	DUF4566	Domain of unknown function (DUF4566)
PF15131.6	10	1.92	5.7e-05	DUF4567	Domain of unknown function (DUF4567)
PF15134.6	1	0.90909	2.7e-05	DUF4570	Domain of unknown function (DUF4570)
PF15136.6	1	0.990099	2.9e-05	UPF0449	Uncharacterised protein family UPF0449
PF15139.6	1	0.979487	2.9e-05	DUF4572	Domain of unknown function (DUF4572)
PF15140.6	45	29.465909	0.000882	DUF4573	Domain of unknown function (DUF4573)
PF15149.6	1	0.809615	2.4e-05	CATSPERB	Cation channel sperm-associated protein subunit beta protein family
PF15160.6	1	0.529411	1.5e-05	SASRP1	Spermatogenesis-associated serine-rich protein 1
PF15162.6	1	0.481481	1.4e-05	DUF4580	Domain of unknown function (DUF4580)
PF15163.6	1	1	2.9e-05	Meiosis_expr	Meiosis-expressed
PF15165.6	1	0.270042	8e-06	REC114-like	Meiotic recombination protein REC114-like
PF15167.6	1	0.515384	1.5e-05	DUF4581	Domain of unknown function (DUF4581)
PF15168.6	1	0.974683	2.9e-05	TRIQK	Triple QxxK/R motif-containing protein family
PF15169.6	1	0.918478	2.7e-05	DUF4564	Domain of unknown function (DUF4564)
PF15175.6	1	0.967032	2.8e-05	SPATA24	Spermatogenesis-associated protein 24
PF15180.6	4	0.50862	1.5e-05	NPBW	Neuropeptides B and W
PF15188.6	1	0.988095	2.9e-05	CCDC-167	Coiled-coil domain-containing protein 167
PF15189.6	1	0.981927	2.9e-05	MEIOC	Meiosis-specific coiled-coil domain-containing protein MEIOC
PF15190.6	1	0.867187	2.5e-05	TMEM251	Transmembrane protein 251
PF15227.6	2	0.690476	2e-05	zf-C3HC4_4	zinc finger of C3HC4-type, RING
PF15228.6	1	0.989898	2.9e-05	DAP	Death-associated protein
PF15233.6	5	0.828947	2.4e-05	SYCE1	Synaptonemal complex central element protein 1
PF15236.6	4	1.322368	3.9e-05	CCDC66	Coiled-coil domain-containing protein 66
PF15238.6	3	0.670175	2e-05	FAM181	FAM181
PF15239.6	1	0.996699	2.9e-05	DUF4586	Domain of unknown function (DUF4586)
PF15243.6	2	1.222222	3.6e-05	ANAPC15	Anaphase-promoting complex subunit 15
PF15244.6	3	0.896634	2.6e-05	HSD3	Spermatogenesis-associated protein 7, or HSD3
PF15245.6	3	0.59447	1.7e-05	VGLL4	Transcription cofactor vestigial-like protein 4
PF15249.6	3	1.833333	5.4e-05	GLTSCR1	Conserved region of unknown function on GLTSCR protein
PF15250.6	2	0.513859	1.5e-05	Raftlin	Raftlin
PF15251.6	1	0.722222	2.1e-05	DUF4588	Domain of unknown function (DUF4588)
PF15253.6	2	1.247524	3.7e-05	STIL_N	SCL-interrupting locus protein N-terminus
PF15254.6	3	0.769053	2.3e-05	CCDC14	Coiled-coil domain-containing protein 14
PF15256.6	1	0.994974	2.9e-05	SPATIAL	SPATIAL
PF15257.6	1	0.973684	2.9e-05	DUF4590	Domain of unknown function (DUF4590)
PF15260.6	1	0.992	2.9e-05	FAM219A	Protein family FAM219A
PF15261.6	3	1.55303	4.6e-05	JHY	Jhy protein
PF15264.6	3	0.801587	2.4e-05	TSSC4	Tumour suppressing sub-chromosomal transferable candidate 4
PF15273.6	4	0.585826	1.7e-05	NHS	NHS-like
PF15275.6	4	1.031007	3e-05	PEHE	PEHE domain
PF15276.6	16	6.859375	0.000205	PP1_bind	Protein phosphatase 1 binding
PF15280.6	1	0.911894	2.7e-05	BORA_N	Protein aurora borealis N-terminus
PF15285.6	1	0.8	2.3e-05	BH3	Beclin-1 BH3 domain, Bcl-2-interacting
PF15288.6	2	1.35	4e-05	zf-CCHC_6	Zinc knuckle
PF15289.6	1	0.838709	2.5e-05	RFXA_RFXANK_bdg	Regulatory factor X-associated C-terminal binding domain
PF15292.6	3	0.841907	2.5e-05	Treslin_N	Treslin N-terminus
PF15294.6	1	1	2.9e-05	Leu_zip	Leucine zipper
PF15295.6	5	2.730158	8.1e-05	CCDC50_N	Coiled-coil domain-containing protein 50  N-terminus
PF15296.6	1	0.941666	2.8e-05	Codanin-1_C	Codanin-1 C-terminus
PF15297.6	4	0.646551	1.9e-05	CKAP2_C	Cytoskeleton-associated protein 2 C-terminus
PF15299.6	8	3.958715	0.000118	ALS2CR8	Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 8
PF15300.6	1	0.984126	2.9e-05	INT_SG_DDX_CT_C	INTS6/SAGE1/DDX26B/CT45 C-terminus
PF15301.6	2	0.786206	2.3e-05	SLAIN	SLAIN motif-containing family
PF15305.6	3	0.772058	2.3e-05	IFT43	Intraflagellar transport protein 43
PF15306.6	1	0.974358	2.9e-05	LIN37	LIN37
PF15309.6	3	1.566176	4.6e-05	ALMS_motif	ALMS motif
PF15311.6	2	1.2	3.5e-05	HYLS1_C	Hydrolethalus syndrome protein 1 C-terminus
PF15313.6	2	1.176056	3.5e-05	HEXIM	Hexamethylene bis-acetamide-inducible protein
PF15323.6	1	0.7713	2.3e-05	Ashwin	Developmental protein
PF15324.6	2	0.240031	7e-06	TALPID3	Hedgehog signalling target
PF15330.6	2	1.217391	3.6e-05	SIT	SHP2-interacting transmembrane adaptor protein, SIT
PF15336.6	4	2.036697	6.1e-05	Auts2	Autism susceptibility gene 2 protein
PF15337.6	3	1.469387	4.4e-05	Vasculin	Vascular protein family Vasculin-like 1
PF15341.6	2	0.984732	2.9e-05	SLX9	Ribosome biogenesis protein SLX9
PF15346.6	3	1.701986	5e-05	ARGLU	Arginine and glutamate-rich 1
PF15347.6	2	0.449883	1.3e-05	PAG	Phosphoprotein associated with glycosphingolipid-enriched
PF15348.6	1	1	2.9e-05	GEMIN8	Gemini of Cajal bodies-associated protein 8
PF15352.6	5	0.527975	1.5e-05	K1377	Susceptibility to monomelic amyotrophy
PF15353.6	1	0.990196	2.9e-05	HECA	Headcase protein family homologue
PF15361.6	2	0.662068	1.9e-05	RIC3	Resistance to inhibitors of cholinesterase homologue 3
PF15364.6	1	0.985185	2.9e-05	PAXIP1_C	PAXIP1-associated-protein-1 C term PTIP binding protein
PF15365.6	1	0.95	2.8e-05	PNRC	Proline-rich nuclear receptor coactivator motif
PF15369.6	3	0.899082	2.6e-05	KIAA1328	Uncharacterised protein KIAA1328
PF15372.6	2	0.960937	2.8e-05	DUF4600	Domain of unknown function (DUF4600)
PF15373.6	1	0.933789	2.7e-05	DUF4601	Domain of unknown function (DUF4601)
PF15375.6	1	0.8	2.3e-05	DUF4602	Domain of unknown function (DUF4602)
PF15377.6	1	1	2.9e-05	DUF4604	Domain of unknown function (DUF4604)
PF15378.6	1	0.966101	2.8e-05	DUF4605	Domain of unknown function (DUF4605)
PF15379.6	2	1.019417	3e-05	DUF4606	Domain of unknown function (DUF4606)
PF15383.6	2	1.228	3.6e-05	TMEM237	Transmembrane protein 237
PF15384.6	1	0.927835	2.7e-05	PAXX	PAXX, PAralog of XRCC4 and XLF, also called C9orf142
PF15389.6	1	0.263157	7e-06	DUF4612	Domain of unknown function (DUF4612)
PF15390.6	4	0.451237	1.3e-05	WDCP	WD repeat and coiled-coil-containing protein family
PF15391.6	6	1.5	4.4e-05	DUF4614	Domain of unknown function (DUF4614)
PF15392.6	2	1.182608	3.5e-05	Joubert	Joubert syndrome-associated
PF15396.6	1	0.990566	2.9e-05	FAM60A	Protein Family FAM60A
PF15397.6	1	0.996124	2.9e-05	DUF4618	Domain of unknown function (DUF4618)
PF15398.6	1	0.760135	2.2e-05	DUF4619	Domain of unknown function (DUF4619)
PF15400.6	2	1.086956	3.2e-05	TEX33	Testis-expressed sequence 33 protein family
PF15405.6	2	1.059259	3.1e-05	PH_5	Pleckstrin homology domain
PF15410.6	3	2.789915	8.3e-05	PH_9	Pleckstrin homology domain
PF15412.6	1	0.803571	2.4e-05	Nse4-Nse3_bdg	Binding domain of Nse4/EID3 to Nse3-MAGE
PF15413.6	1	0.266666	7e-06	PH_11	Pleckstrin homology domain
PF15430.6	6	3.484848	0.000104	SVWC	Single domain von Willebrand factor type C
PF15433.6	1	0.731861	2.1e-05	MRP-S31	Mitochondrial 28S ribosomal protein S31
PF15450.6	5	1.099811	3.2e-05	CCDC154	Coiled-coil domain-containing protein 154
PF15454.6	1	1	2.9e-05	LAMTOR	Late endosomal/lysosomal adaptor and MAPK and MTOR activator
PF15459.6	1	0.967741	2.8e-05	RRP14	60S ribosome biogenesis protein Rrp14
PF15469.6	1	0.98421	2.9e-05	Sec5	Exocyst complex component Sec5
PF15473.6	1	0.570512	1.7e-05	PCNP	PEST, proteolytic signal-containing nuclear protein family
PF15475.6	3	0.978021	2.9e-05	UPF0444	Transmembrane protein C12orf23, UPF0444
PF15477.6	6	4.08	0.000122	SMAP	Small acidic protein family
PF15478.6	1	0.985401	2.9e-05	LKAAEAR	Family of unknown function with LKAAEAR motif
PF15479.6	1	0.324137	9e-06	DUF4639	Domain of unknown function (DUF4639)
PF15487.6	1	1	2.9e-05	FAM220	FAM220 family
PF15492.6	1	0.989361	2.9e-05	Nbas_N	Neuroblastoma-amplified sequence, N terminal
PF15494.6	15	5.459183	0.000163	SRCR_2	Scavenger receptor cysteine-rich domain
PF15497.6	2	1.120879	3.3e-05	SNAPc19	snRNA-activating protein complex subunit 19, SNAPc subunit 19
PF15499.6	1	0.996336	2.9e-05	Peptidase_C98	Ubiquitin-specific peptidase-like, SUMO isopeptidase
PF15501.6	3	1.061705	3.1e-05	MDM1	Nuclear protein MDM1
PF15502.6	1	0.66129	1.9e-05	MPLKIP	M-phase-specific PLK1-interacting protein
PF15503.6	1	0.993055	2.9e-05	PPP1R35_C	Protein phosphatase 1 regulatory subunit 35 C-terminus
PF15508.6	1	0.936507	2.8e-05	NAAA-beta	beta subunit of N-acylethanolamine-hydrolyzing acid amidase
PF15511.6	8	5.046296	0.000151	CENP-T_C	Centromere kinetochore component CENP-T histone fold
PF15519.6	1	1	2.9e-05	RBM39linker	linker between RRM2 and RRM3 domains in RBM39 protein
PF15539.6	3	0.739583	2.2e-05	CAF1-p150_C2	CAF1 complex subunit p150, region binding to CAF1-p60 at C-term
PF15554.6	2	1	2.9e-05	FSIP1	FSIP1 family
PF15558.6	1	0.962566	2.8e-05	DUF4659	Domain of unknown function (DUF4659)
PF15612.6	4	2.130434	6.3e-05	WHIM1	WSTF, HB1, Itc1p, MBD9 motif 1
PF15613.6	4	1.646464	4.9e-05	WSD	Williams-Beuren syndrome DDT (WSD), D-TOX E motif
PF15617.6	1	0.202985	6e-06	C-C_Bond_Lyase	C-C_Bond_Lyase of the TIM-Barrel fold
PF15619.6	3	2.025906	6e-05	Lebercilin	Ciliary protein causing Leber congenital amaurosis disease
PF15627.6	1	0.981012	2.9e-05	CEP76-C2	CEP76 C2 domain
PF15636.6	1	0.974358	2.9e-05	Tox-GHH	GHH signature containing HNH/Endo VII superfamily nuclease toxin
PF15663.5	4	2.354545	7e-05	zf-CCCH_3	Zinc-finger containing family
PF15665.5	6	3.815165	0.000114	FAM184	Family with sequence similarity 184, A and B
PF15667.5	2	0.633466	1.8e-05	GDWWSH	Protein of unknown function with motif GDWWSH
PF15669.5	3	1.247524	3.7e-05	CCDC24	Coiled-coil domain-containing protein 24 family
PF15684.5	10	3.64341	0.000109	AROS	Active regulator of SIRT1, or 40S ribosomal protein S19-binding 1
PF15692.5	3	1.914634	5.7e-05	NKAP	NF-kappa-B-activating protein
PF15693.5	3	0.568306	1.7e-05	Med26_C	Mediator complex subunit 26 C-terminal
PF15696.5	1	0.846153	2.5e-05	RAD51_interact	RAD51 interacting motif
PF15706.5	1	0.747126	2.2e-05	TMEM132D_C	Mature oligodendrocyte transmembrane protein, TMEM132D, C-term
PF15709.5	4	1.003875	3e-05	DUF4670	Domain of unknown function (DUF4670)
PF15711.5	3	1.955056	5.8e-05	ILEI	Interleukin-like EMT inducer
PF15715.5	1	0.548148	1.6e-05	PAF	PCNA-associated factor histone like domain
PF15717.5	3	1.130573	3.3e-05	PCM1_C	Pericentriolar material 1 C terminus
PF15719.5	1	0.78534	2.3e-05	DUF4674	Domain of unknown function (DUF4674)
PF15733.5	1	0.744	2.2e-05	DUF4682	Domain of unknown function (DUF4682)
PF15734.5	2	0.783625	2.3e-05	MIIP	Migration and invasion-inhibitory
PF15739.5	7	4.036036	0.00012	TSNAXIP1_N	Translin-associated factor X-interacting N-terminus
PF15742.5	8	4.114583	0.000123	DUF4686	Domain of unknown function (DUF4686)
PF15743.5	1	0.993421	2.9e-05	SPATA1_C	Spermatogenesis-associated C-terminus
PF15745.5	1	0.605072	1.8e-05	AP1AR	AP-1 complex-associated regulatory protein
PF15747.5	13	3.9	0.000116	DUF4687	Domain of unknown function (DUF4687)
PF15748.5	2	1.345098	4e-05	CCSAP	Centriole, cilia and spindle-associated
PF15749.5	2	1.238532	3.7e-05	MRNIP	MRN-interacting protein
